id,Type,Subtype,City,Country,Description,Price
6303,restaurant,Moroccan Street Food,Tangier,Morocco,Street Stall - Petit Socco – Grilled meat skewers,5.0
6304,restaurant,Moroccan Street Food,Tangier,Morocco,Street Stall - Petit Socco – Honeycomb pancakes with honey,3.0
6305,restaurant,Moroccan Street Food,Tangier,Morocco,Street Stall - Place du 9 Avril – Stuffed flatbread with meat,4.0
6306,restaurant,Omani,Muscat,Oman,Al Amerat Cafe – Spiced rice with meat,20.0
6307,restaurant,Omani,Muscat,Oman,Al Amerat Eatery – Sweet vermicelli with syrup,12.0
6308,restaurant,Omani,Muscat,Oman,Al Angham – Grilled lobster with saffron sauce,55.0
6309,restaurant,Omani,Muscat,Oman,Al Angham – Slow-cooked lamb in spices,50.0
6310,restaurant,Omani,Muscat,Oman,Al Azaiba Cafe – Thin bread with cheese,12.0
6311,restaurant,Omani,Muscat,Oman,Al Azaiba Kitchen – Slow-cooked lamb with honey,25.0
6312,restaurant,Omani,Muscat,Oman,Al Bustan Cafe – Wheat and chicken porridge,15.0
6313,restaurant,Omani,Muscat,Oman,Al Ghubra Cafe – Thin bread with cheese,10.0
6314,restaurant,Omani,Muscat,Oman,Al Ghubra Eatery – Slow-cooked lamb in spices,30.0
6315,restaurant,Omani,Muscat,Oman,Al Khiran Kitchen – Lamb roasted in banana leaves,25.0
6316,restaurant,Omani,Muscat,Oman,Al Khoudh Cafe – Grilled meat skewers,10.0
6317,restaurant,Omani,Muscat,Oman,Al Khoudh Kitchen – Slow-cooked lamb with honey,20.0
6318,restaurant,Omani,Muscat,Oman,Al Khuwair Cafe – Sweet dumplings with syrup,12.0
6319,restaurant,Omani,Muscat,Oman,Al Khuwair Kitchen – Turmeric lemon kingfish broth,20.0
6320,restaurant,Omani,Muscat,Oman,Al Mawaleh Kitchen – Spiced rice with mutton,20.0
6321,restaurant,Omani,Muscat,Oman,Al Qurum Kitchen – Spiced rice with lamb,25.0
6322,restaurant,Omani,Muscat,Oman,Al Seeb Cafe – Wheat and chicken porridge,15.0
6323,restaurant,Omani,Muscat,Oman,Al Seeb Street Food – Grilled meat skewers,10.0
6324,restaurant,Omani,Muscat,Oman,Ali Thani – Tuna tamarind curry,15.0
6325,restaurant,Omani Seafood,Muscat,Oman,Bait Al Bahar – Fresh kingfish with spices,30.0
6326,restaurant,Omani,Muscat,Oman,Bait Al Luban – Slow-roasted lamb wrapped in banana leaves,25.0
6327,restaurant,Omani,Muscat,Oman,Bait Al Luban – Slow-cooked lamb in banana leaves,35.0
6328,restaurant,Omani,Muscat,Oman,Bin Ateeq – Spiced rice with mutton,20.0
6329,restaurant,Omani,Muscat,Oman,Dukanah – Wheat and chicken porridge,15.0
6330,restaurant,Omani,Muscat,Oman,Grand Lounge – Spiced rice with meat,25.0
6331,restaurant,Omani,Muscat,Oman,Habboh – Flatbread with cream cheese,15.0
6332,restaurant,Omani,Muscat,Oman,Kargeen Caffe – Wheat and meat porridge,20.0
6333,restaurant,Omani,Muscat,Oman,Mutrah Corniche Stall – Grilled meat skewers,8.0
6334,restaurant,Omani,Muscat,Oman,Mutrah Souq Stall – Grilled meat skewers,8.0
6335,restaurant,Omani,Muscat,Oman,Qurum Beach Cafe – Spit-roasted kingfish with rice,25.0
6336,restaurant,Omani,Muscat,Oman,Ramssa – Slow-cooked lamb with honey,25.0
6337,restaurant,Omani,Muscat,Oman,Rozna Muscat – Spiced tripe and pluck stew,25.0
6338,restaurant,Omani,Muscat,Oman,Slider Station – Stuffed flatbread with meat,15.0
6339,restaurant,Omani,Muscat,Oman,Tarma – Spiced rice with lamb,30.0
6340,restaurant,Omani,Muscat,Oman,Tea House – Flatbread with cheese and honey,10.0
6341,restaurant,Omani Seafood,Muscat,Oman,The Beach Restaurant – Fresh kingfish with Omani spices,40.0
6342,restaurant,Omani,Muscat,Oman,The Beach Restaurant – Grilled lobster with spices,45.0
6343,restaurant,Omani,Muscat,Oman,The Chedi - The Restaurant – Grilled lobster with saffron,60.0
6344,restaurant,Omani Fusion,Muscat,Oman,Ubhar – Spiced shark broth with herbs,35.0
6345,restaurant,Omani,Muscat,Oman,Ubhar – Creamy dessert with frankincense,25.0
6346,restaurant,Omani,Nizwa,Oman,Al Manara – Spiced rice with chicken,15.0
6347,restaurant,Omani,Nizwa,Oman,Al Mandi – Spiced rice with chicken or lamb,15.0
6348,restaurant,Omani,Nizwa,Oman,Al Mandi Al Dhahabi – Slow-cooked chicken with rice,20.0
6349,restaurant,Omani,Nizwa,Oman,Bait Al Hamra – Sweet gelatin with saffron and nuts,6.0
6350,restaurant,Omani,Nizwa,Oman,Camel Meat Restaurant – Slow-cooked camel meat,30.0
6351,restaurant,Omani,Nizwa,Oman,Nizwa Desert Kitchen – Wheat and meat porridge,15.0
6352,restaurant,Omani,Nizwa,Oman,Nizwa Family Eatery – Wheat and meat porridge,15.0
6353,restaurant,Omani,Nizwa,Oman,Nizwa Fort Cafe – Sweet dumplings with syrup,12.0
6354,restaurant,Omani,Nizwa,Oman,Nizwa Heritage Grill – Grilled fish with spices,25.0
6355,restaurant,Omani,Nizwa,Oman,Nizwa Local Cafe – Sweet dumplings with syrup,12.0
6356,restaurant,Omani,Nizwa,Oman,Nizwa Local Grill – Grilled fish with spices,20.0
6357,restaurant,Omani,Nizwa,Oman,Nizwa Market Eatery – Sweet dumplings with syrup,12.0
6358,restaurant,Omani,Nizwa,Oman,Nizwa Oasis Cafe – Arabic coffee with dates,10.0
6359,restaurant,Omani,Nizwa,Oman,Nizwa Souq Cafe – Grilled meat skewers,10.0
6360,restaurant,Omani,Nizwa,Oman,Nizwa Souq Eatery – Grilled fish with spices,20.0
6361,restaurant,Omani,Nizwa,Oman,Nizwa Souq Kitchen – Grilled meat skewers,10.0
6362,restaurant,Omani,Nizwa,Oman,Nizwa Traditional – Pounded rice with meat,20.0
6363,restaurant,Omani,Nizwa,Oman,Nizwa Traditional Cafe – Arabic coffee with dates,10.0
6364,restaurant,Omani,Nizwa,Oman,Rozna – Spiced tripe and pluck stew,20.0
6365,restaurant,Omani Street Food,Nizwa,Oman,Street Stall - Souq – Grilled meat skewers,5.0
6366,restaurant,Omani,Rustaq,Oman,Al Bustan – Spit-roasted kingfish with rice,20.0
6367,restaurant,Omani,Rustaq,Oman,Al Bustan Café – Thin bread with honey,6.0
6368,restaurant,Omani,Salalah,Oman,Al Baleed Resort Cafe – Dried spiced meat,25.0
6369,restaurant,Omani,Salalah,Oman,Al Husn – Sweet gelatin with nuts,8.0
6370,restaurant,Omani,Salalah,Oman,Al Jood – Grilled meat skewers with tamarind sauce,8.0
6371,restaurant,Omani Seafood,Salalah,Oman,Al Mina – Fresh hamour with Omani spices,20.0
6372,restaurant,Omani,Salalah,Oman,Al Mina Restaurant – Spit-roasted kingfish with rice,25.0
6373,restaurant,Omani,Salalah,Oman,Camel Restaurant – Spiced camel meat stew,25.0
6374,restaurant,Omani,Salalah,Oman,Darbat Restaurant – Tender camel in coconut curry,20.0
6375,restaurant,Omani,Salalah,Oman,Dhofar Kitchen – Rice with fried fish,20.0
6376,restaurant,Omani,Salalah,Oman,Salalah Beach Cafe – Rice with fried fish,20.0
6377,restaurant,Omani,Salalah,Oman,Salalah Beach Eatery – Rice with fried fish,20.0
6378,restaurant,Omani,Salalah,Oman,Salalah Coastal – Grilled fish with spices,25.0
6379,restaurant,Omani,Salalah,Oman,Salalah Fisherman’s – Rice with fried fish,20.0
6380,restaurant,Omani,Salalah,Oman,Salalah Heritage – Dried spiced meat,20.0
6381,restaurant,Omani,Salalah,Oman,Salalah Heritage Cafe – Wheat and meat porridge,15.0
6382,restaurant,Omani,Salalah,Oman,Salalah Local Cafe – Thin bread with honey,10.0
6383,restaurant,Omani,Salalah,Oman,Salalah Local Eatery – Grilled fish with spices,20.0
6384,restaurant,Omani,Salalah,Oman,Salalah Souq Cafe – Arabic coffee with dates,10.0
6385,restaurant,Omani,Salalah,Oman,Salalah Souq Stall – Grilled meat skewers,8.0
6386,restaurant,Omani,Salalah,Oman,Salalah Traditional – Spit-roasted kingfish with rice,25.0
6387,restaurant,Omani,Salalah,Oman,Salalah Traditional Grill – Spit-roasted kingfish with rice,25.0
6388,restaurant,Omani,Sohar,Oman,Al Turath – Spiced rice with fish,18.0
6389,restaurant,Omani,Sohar,Oman,Al Zafaran – Spiced rice with fish,18.0
6390,restaurant,Omani,Sohar,Oman,Sohar Beach Cafe – Spiced rice with meat,20.0
6391,restaurant,Omani,Sohar,Oman,Sohar Beach Shack – Thin bread with honey,10.0
6392,restaurant,Omani,Sohar,Oman,Sohar Coastal Grill – Grilled fish with spices,20.0
6393,restaurant,Omani,Sohar,Oman,Sohar Family Kitchen – Spiced rice with mutton,20.0
6394,restaurant,Omani,Sohar,Oman,Sohar Fisherman’s Hut – Grilled fish with spices,18.0
6395,restaurant,Omani,Sohar,Oman,Sohar Heritage – Slow-cooked lamb in spices,30.0
6396,restaurant,Omani,Sohar,Oman,Sohar Heritage Cafe – Thin bread with honey,10.0
6397,restaurant,Omani,Sohar,Oman,Sohar Local Cafe – Sweet dumplings with syrup,12.0
6398,restaurant,Omani,Sohar,Oman,Sohar Local Eatery – Wheat and chicken porridge,15.0
6399,restaurant,Omani,Sohar,Oman,Sohar Local Grill – Spiced rice with meat,20.0
6400,restaurant,Omani,Sohar,Oman,Sohar Souq Cafe – Arabic coffee with dates,10.0
6401,restaurant,Omani,Sohar,Oman,Sohar Souq Kitchen – Grilled meat skewers,10.0
6402,restaurant,Omani,Sohar,Oman,Sohar Souq Stall – Grilled meat skewers,8.0
6403,restaurant,Omani,Sohar,Oman,Sohar Traditional – Spiced rice with meat,20.0
6404,restaurant,Omani,Sohar,Oman,Sohar Traditional Cafe – Sweet dumplings with syrup,12.0
6405,restaurant,Omani,Sohar,Oman,Sohar Traditional Eatery – Slow-cooked lamb in spices,30.0
6406,restaurant,Omani,Sur,Oman,Al Ayjah Plaza – Spit-roasted kingfish with rice,20.0
6407,restaurant,Omani,Sur,Oman,Bait Al Sabban – Wheat and meat porridge,12.0
6408,restaurant,Omani,Sur,Oman,Kargeen – Wheat and meat porridge,10.0
6409,restaurant,Omani Street Food,Wadi Shab,Oman,Local Stall – Thin bread cooked over fire with honey,3.0
6410,restaurant,Qatri,Al Khor,Qatar,Al Dente – Spicy fish stew,28.0
6411,restaurant,Qatri,Al Khor,Qatar,Arab Al Mandi Restaurant – Meat and vegetable stew with flatbread,20.0
6412,restaurant,Qatri,Al Khor,Qatar,Grand Palace Restaurant – Rice porridge with chicken and spices,22.0
6413,restaurant,Qatri,Al Khor,Qatar,Khor Family Eatery – Spiced rice with slow-cooked meat,20.0
6414,restaurant,Qatri,Al Rayyan,Qatar,Al Bait Al Koweiti – Spicy vegetable and meat stew,15.0
6415,restaurant,Qatri,Al Rayyan,Qatar,Al Rayyan Souq Stall – Deep-fried dumplings with meat,10.0
6416,restaurant,Qatri,Al Rayyan,Qatar,Baab Al Rayyan Kitchen – Spicy vegetable and meat stew,25.0
6417,restaurant,Qatri,Al Rayyan,Qatar,Basta – Spiced rice with slow-cooked meat,30.0
6418,restaurant,Qatri,Al Rayyan,Qatar,Hal Al Dar Restaurant – Wheat and meat porridge,20.0
6419,restaurant,Qatri,Al Rayyan,Qatar,Quickie Restaurant – Sweet vermicelli with eggs,15.0
6420,restaurant,Qatri,Al Rayyan,Qatar,Rayyan Traditional – Rice porridge with chicken and spices,20.0
6421,restaurant,Qatri,Al Rayyan,Qatar,Shabab Al Rayyan Restaurant – Meat and vegetable stew with flatbread,20.0
6422,restaurant,Qatri,Al Rayyan,Qatar,Take Away Old Al Rayyan – Spiced rice with slow-cooked meat,15.0
6423,restaurant,Qatri,Al Wakrah,Qatar,Afghan Brothers Al Wakrah – Wheat and meat porridge,20.0
6424,restaurant,Qatri,Al Wakrah,Qatar,Al Wakrah Souq Cafe – Sweet dumplings with cardamom,12.0
6425,restaurant,Qatri,Al Wakrah,Qatar,Danat Al Bahar BBQ Fish – Spicy fish stew,35.0
6426,restaurant,Qatri,Al Wakrah,Qatar,Easair Cafe – Rice porridge with chicken and spices,18.0
6427,restaurant,Qatri,Al Wakrah,Qatar,Traditional Kitchens – Spicy vegetable and meat stew,22.0
6428,restaurant,Qatri,Al Wakrah,Qatar,Wakrah Coastal Kitchen – Meat and vegetable stew with flatbread,25.0
6429,restaurant,Qatari,Doha,Qatar,Al Adhamiyah – Wheat and meat porridge,15.0
6430,restaurant,Qatari Seafood,Doha,Qatar,Al Bandar – Fresh hammour with Qatari spices,30.0
6431,restaurant,Qatari,Doha,Qatar,Al Hubara – Spiced rice with lamb,25.0
6432,restaurant,Qatri,Doha,Qatar,Al Hubara – Wheat and meat porridge,35.0
6433,restaurant,Qatari,Doha,Qatar,Al Jasra – Thin crepe with cheese or honey,8.0
6434,restaurant,Qatri,Doha,Qatar,Al Jasra Cafe – Thin crepe with egg and thyme,12.0
6435,restaurant,Qatari,Doha,Qatar,Al Majlis – Sweet dumplings with syrup,10.0
6436,restaurant,Qatri,Doha,Qatar,Al Majlis – Spiced rice with slow-cooked meat,25.0
6437,restaurant,Qatri,Doha,Qatar,Al Manchab – Slow-cooked spiced rice with rosemary,35.0
6438,restaurant,Qatari,Doha,Qatar,Al Matbakh – Bread soaked in spiced lamb stew,20.0
6439,restaurant,Qatari,Doha,Qatar,Al Mourjan – Spiced rice with lamb or chicken,30.0
6440,restaurant,Qatri,Doha,Qatar,Al Mourjan – Spiced rice with slow-cooked meat,35.0
6441,restaurant,Qatri,Doha,Qatar,Al Nafourah Garden – Spiced rice with slow-cooked meat,30.0
6442,restaurant,Qatari,Doha,Qatar,Al Shami – Sweet vermicelli with eggs,10.0
6443,restaurant,Qatri,Doha,Qatar,Al Shami Home Restaurant – Stuffed zucchini with lamb and spices,30.0
6444,restaurant,Qatari,Doha,Qatar,Al Shurfa – Vegetable and meat stew,25.0
6445,restaurant,Qatari,Doha,Qatar,Al Sufra – Slow-cooked wheat and meat,20.0
6446,restaurant,Qatari,Doha,Qatar,Al Tawash – Thin crepe with melted cheese,12.0
6447,restaurant,Qatari,Doha,Qatar,Al Terrace – Vegetable and meat stew,25.0
6448,restaurant,Qatari,Doha,Qatar,Al Wajba – Spiced porridge with chicken,18.0
6449,restaurant,Qatri,Doha,Qatar,Bandar Aden – Slow-cooked meat stew,20.0
6450,restaurant,Qatri,Doha,Qatar,Belhambar – Vegetable and meat stew,28.0
6451,restaurant,Qatri,Doha,Qatar,Chai Halib – Sweet dumplings with saffron syrup,15.0
6452,restaurant,Qatri,Doha,Qatar,Feeh Al Afia – Spiced rice with meat,25.0
6453,restaurant,Qatari Seafood,Doha,Qatar,Fish Market – Fresh hamour with lemon and spices,35.0
6454,restaurant,Qatari Seafood,Doha,Qatar,Fish Market – Fried pomfret with spices,35.0
6455,restaurant,Qatri,Doha,Qatar,Gahwetna – Sweet vermicelli with eggs,18.0
6456,restaurant,Qatri,Doha,Qatar,IDAM – Sweet vermicelli with eggs,40.0
6457,restaurant,Qatari-French,Doha,Qatar,IDAM by Alain Ducasse – Bread soaked in spiced lamb stew,80.0
6458,restaurant,Qatri,Doha,Qatar,Kamachi – Wheat and meat porridge,20.0
6459,restaurant,Qatri,Doha,Qatar,Katara Tea House – Spiced tea with milk,10.0
6460,restaurant,Qatari,Doha,Qatar,Khan Farouk – Spiced porridge with chicken,15.0
6461,restaurant,Qatari,Doha,Qatar,Layali – Sweet vermicelli with eggs,8.0
6462,restaurant,Qatri,Doha,Qatar,Layali – Wheat and meat porridge,25.0
6463,restaurant,Qatari-Japanese,Doha,Qatar,Nobu Doha – Miso-glazed cod with Qatari spices,70.0
6464,restaurant,Qatri,Doha,Qatar,Orient Pearl – Slow-cooked spiced rice with rosemary,45.0
6465,restaurant,Qatri,Doha,Qatar,Parisa Souq Waqif – Meat and vegetable stew with flatbread,30.0
6466,restaurant,Qatri,Doha,Qatar,Poori and Karak – Fried bread with spiced curry,10.0
6467,restaurant,Qatri,Doha,Qatar,Ric's Kountry Kitchen – Thin crepe with egg and thyme,18.0
6468,restaurant,Qatri,Doha,Qatar,Shai Shamoos – Spiced rice with slow-cooked meat,25.0
6469,restaurant,Qatri,Doha,Qatar,Shay Al Shoomos – Thin crepe with egg and thyme,12.0
6470,restaurant,Qatri,Doha,Qatar,Souq Al Wakra Restaurant – Spicy vegetable and meat stew,22.0
6471,restaurant,Qatari Street Food,Doha,Qatar,Souq Waqif Stall – Sweet dumplings with date syrup,5.0
6472,restaurant,Qatri,Doha,Qatar,Souq Waqif Street Stall – Deep-fried dumplings with meat,8.0
6473,restaurant,Qatari Street Food,Doha,Qatar,Street Stall - Souq Waqif – Spiced tea with flatbread,3.0
6474,restaurant,Qatri,Doha,Qatar,The Pearl Cafe – Spiced rice with slow-cooked meat,40.0
6475,restaurant,Qatri,Doha,Qatar,West Bay Kitchen – Sweet vermicelli with eggs,30.0
6476,restaurant,Qatari-Japanese,Doha,Qatar,Zuma – Tuna with Qatari spice twist,60.0
6477,restaurant,Qatri,Mesaieed,Qatar,Favourite Restorent – Sweet dumplings with cardamom,25.0
6478,restaurant,Qatri,Mesaieed,Qatar,Mesaieed Local Cafe – Sweet dumplings with cardamom,15.0
6479,restaurant,Qatri,Umm Salal,Qatar,Afghan Brothers Restaurant – Spiced rice with slow-cooked meat,22.0
6480,restaurant,Qatri,Umm Salal,Qatar,Salal Spices – Sweet dumplings with cardamom,15.0
6481,restaurant,Qatri,Umm Salal,Qatar,Umm Salal Local Eatery – Spicy vegetable and meat stew,18.0
6482,restaurant,Saudi,Abha,Saudi Arabia,Al Diwan – Spiced rice with lamb,16.0
6483,restaurant,Saudi,Abha,Saudi Arabia,Al Diwan – Fish with spiced rice,16.0
6484,restaurant,Saudi,Abha,Saudi Arabia,Al Muftaha Village Café – Cracked wheat with meat,12.0
6485,restaurant,Saudi,Abha,Saudi Arabia,Al Qalaa Restaurant – Slow-cooked meat with rice,18.0
6486,restaurant,Saudi,Abha,Saudi Arabia,Fog Top – Sweet porridge with ghee,10.0
6487,restaurant,Saudi,Abha,Saudi Arabia,Green Mountain – Dumplings in meat stew,18.0
6488,restaurant,Saudi,Abha,Saudi Arabia,Green Mountain – Cracked wheat with meat and spices,12.0
6489,restaurant,Saudi,Abha,Saudi Arabia,Green Mountain – Creamy rice with chicken,12.0
6490,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Arin – Chicken in pita with garlic,5.0
6491,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Khalidiyah – Fried pastry with cheese,4.0
6492,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Khalidiyah – Fried pastry with meat,4.0
6493,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Muftaha – Fried pastry with meat,4.0
6494,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Nuzhah – Fresh fish with spices,8.0
6495,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Nuzhah – Stuffed pastry with egg,5.0
6496,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Rabwah – Sweet wheat porridge,4.0
6497,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Rabwah – Stuffed pastry with egg,5.0
6498,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Shamasan – Stuffed pastry with meat,5.0
6499,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Soudah – Stuffed pastry with egg,5.0
6500,restaurant,Saudi Street Food,Abha,Saudi Arabia,Street Stall - Al Soudah – Sweet wheat porridge,4.0
6501,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Al Bandariyah – Creamy rice with chicken,6.0
6502,restaurant,Saudi,Al Khobar,Saudi Arabia,Al Bukhari – Creamy rice with chicken,12.0
6503,restaurant,Saudi,Al Khobar,Saudi Arabia,Al Khozama – Slow-cooked meat with rice,16.0
6504,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Al Olaya – Lamb in pita with garlic,6.0
6505,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Al Rajhi – Chicken in pita with garlic,5.0
6506,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Al Rashid – Lamb in pita with tahini,6.0
6507,restaurant,Saudi Seafood,Al Khobar,Saudi Arabia,Al Sanbok – Fish-stuffed samosas,15.0
6508,restaurant,Saudi,Al Khobar,Saudi Arabia,Al Sanbok – Spiced grilled fish,20.0
6509,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Al Tahliyah – Fava beans with olive oil,3.0
6510,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Al Thuqbah – Fried pastry with meat,4.0
6511,restaurant,Saudi,Al Khobar,Saudi Arabia,Dar Basma – Spiced rice with lamb,15.0
6512,restaurant,Italian,Al Khobar,Saudi Arabia,Madeo – Pasta with creamy sauce and bacon,22.0
6513,restaurant,Japanese,Al Khobar,Saudi Arabia,Nozomi – Assorted sushi with soy sauce,50.0
6514,restaurant,American,Al Khobar,Saudi Arabia,Outback Steakhouse – Grilled steak with sides,30.0
6515,restaurant,Italian,Al Khobar,Saudi Arabia,Piatto – Classic pizza with tomato and mozzarella,15.0
6516,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Street Stall - Al Olaya – Falafel with tahini,3.0
6517,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Street Stall - Al Thuqbah – Fried pastry with lentils,4.0
6518,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Street Stall - Corniche – Stuffed pastry with meat,4.0
6519,restaurant,Saudi Street Food,Al Khobar,Saudi Arabia,Street Stall - Thuqbah – Stuffed pastry with egg,5.0
6520,restaurant,Saudi,Al Ula,Saudi Arabia,"Al Ula Palace Kitchen – A sweet porridge of flour and dates, topped with ghee",30.0
6521,restaurant,Hijazi-Lebanese,Al Ula,Saudi Arabia,AlNakheel Café – Crispy stuffed pastry with spiced meat and eggs,12.0
6522,restaurant,Street Food-Saudi,Al Ula,Saudi Arabia,Bedouin Tent Eatery – Charcoal-grilled lamb kebabs with flatbread and salsa,12.0
6523,restaurant,Fine Dining-Saudi,Al Ula,Saudi Arabia,Chef Jason Atherton’s at Maraya – Tender lamb shank with local herbs and roasted vegetables,60.0
6524,restaurant,Saudi,Al Ula,Saudi Arabia,"Derwas Corner – Eggs poached in a spiced tomato and pepper sauce, served with bread",10.0
6525,restaurant,French-Saudi,Al Ula,Saudi Arabia,"Entrecôte Café de Paris – Grilled steak with a local twist, served with fries",40.0
6526,restaurant,International-Saudi,Al Ula,Saudi Arabia,"Fresh House – Mashed fava beans with olive oil, cumin, and fresh bread",8.0
6527,restaurant,Middle Eastern,Al Ula,Saudi Arabia,"Harrat at Banyan Tree – A rich lamb stew with vegetables, spiced with cardamom and turmeric",40.0
6528,restaurant,Saudi,Al Ula,Saudi Arabia,"Heart of the Oasis – Creamy rice porridge with tender chicken, finished with a drizzle of ghee",20.0
6529,restaurant,Saudi Fusion,Al Ula,Saudi Arabia,Joontos at Dar Tantora – A creamy wheat porridge with local spices and grilled chicken,45.0
6530,restaurant,Saudi,Al Ula,Saudi Arabia,Local Oasis Café – Sweet vermicelli with saffron and a fried egg,10.0
6531,restaurant,Saudi,Al Ula,Saudi Arabia,Maraya Social – Crushed wheat with meat,40.0
6532,restaurant,Saudi,Al Ula,Saudi Arabia,"Oasis Grill – Grilled chicken cooked over charcoal, served with spiced rice",25.0
6533,restaurant,Café-Saudi,Al Ula,Saudi Arabia,Pink Camel Pastry Boutique – Delicate macarons filled with sweet date paste,18.0
6534,restaurant,Saudi,Al Ula,Saudi Arabia,Somewhere – Slow-roasted lamb with rice,25.0
6535,restaurant,Arabian-Mediterranean,Al Ula,Saudi Arabia,Somewhere – A pyramid of sumac-spiced rice topped with tender chicken and fried onions,25.0
6536,restaurant,Street Food,Al Ula,Saudi Arabia,Street Shawarma Stall – Juicy chicken wrapped in warm pita with garlic sauce and pickles,5.0
6537,restaurant,Saudi,Al Ula,Saudi Arabia,"Suhail Restaurant – Slow-roasted lamb with fragrant rice, infused with saffron",35.0
6538,restaurant,Fusion-Saudi,Al Ula,Saudi Arabia,Tetra Pizza – A fusion of kabsa spices and chicken on a pizza crust,15.0
6539,restaurant,Saudi,Al Ula,Saudi Arabia,"Tofareya – Spiced rice with slow-cooked lamb, served with a tangy tomato salsa",15.0
6540,restaurant,Lebanese,Al Ula,Saudi Arabia,"Villa Fayrouz – Grilled chicken skewers marinated in garlic and lemon, served with pita",30.0
6541,restaurant,Middle Eastern,Al Ula,Saudi Arabia,"Zalata – Freshly baked flatbread with a drizzle of honey and sesame seeds, a traditional Saudi breakfast staple",10.0
6542,restaurant,Saudi,Dammam,Saudi Arabia,Al Bustan – Slow-roasted lamb with spices,17.0
6543,restaurant,Saudi Seafood,Dammam,Saudi Arabia,Al Khodariyah – Fish with spiced rice,20.0
6544,restaurant,Saudi,Dammam,Saudi Arabia,Al Khodariyah – Creamy rice with chicken,15.0
6545,restaurant,Saudi Seafood,Dammam,Saudi Arabia,Al Marjan – Fresh najil fish with spices,22.0
6546,restaurant,Saudi,Dammam,Saudi Arabia,Al Marjan – Fish with spiced rice,18.0
6547,restaurant,Seafood,Dammam,Saudi Arabia,Al Marjan – Fresh fish with Saudi spices,20.0
6548,restaurant,Saudi,Dammam,Saudi Arabia,Al Marjan – Fish with spiced rice,20.0
6549,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Al Qatif Fish Market Stall – Fresh fish with spices,8.0
6550,restaurant,Levantine,Dammam,Saudi Arabia,Al Shami – Assorted grilled meats with dips,18.0
6551,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Adamah – Lamb in pita with garlic,6.0
6552,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Adamah – Fried pastry with lentils,4.0
6553,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Dawasir – Fresh fish with spices,8.0
6554,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Khobar Rd – Chicken in pita with garlic,5.0
6555,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Khobar Rd – Stuffed pastry with meat,5.0
6556,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Marjan – Stuffed pastry with egg,5.0
6557,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Rajhi – Eggs with tomatoes and spices,5.0
6558,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Shatea – Eggs with tomatoes and spices,5.0
6559,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Al Souq – Fresh fish with spices,8.0
6560,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Corniche – Fried pastry with cheese,4.0
6561,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Corniche – Fresh fish with spices,8.0
6562,restaurant,Saudi Street Food,Dammam,Saudi Arabia,Street Stall - Khobar Rd – Stuffed pastry with meat,4.0
6563,restaurant,Saudi Street Food,Jeddah,Saudi Arabia,Al Baik – Crispy fried chicken with garlic sauce,5.0
6564,restaurant,Saudi Fast Food,Jeddah,Saudi Arabia,Al Baik – Spicy fried chicken with fries,7.0
6565,restaurant,Saudi,Jeddah,Saudi Arabia,Al Nakheel – Fish with spiced rice,25.0
6566,restaurant,Saudi,Jeddah,Saudi Arabia,Al Nakheel – Fish with spiced rice,20.0
6567,restaurant,Saudi,Jeddah,Saudi Arabia,Al Nakheel – Creamy rice with chicken,13.0
6568,restaurant,Saudi,Jeddah,Saudi Arabia,Al Nakheel – Creamy rice with chicken,13.0
